#      n     comparações             tempo(s)
      32              33      0.000923
      64              65      0.001042
     128             129      0.001211
     256             257      0.001560
     512             513      0.002591
    1024            1025      0.004088
    2048            2049      0.007676
    4096            4097      0.013312
    8192            8193      0.026769
