#      n     comparações             tempo(s)
      32              33      0.000952
      64              65      0.001077
     128             129      0.001266
     256             257      0.001574
     512             513      0.002256
    1024            1025      0.004110
    2048            2049      0.006739
    4096            4097      0.012949
    8192            8193      0.026137
