#      n     comparações             tempo(s)
      32              33      0.000976
      64              65      0.001012
     128             129      0.001295
     256             257      0.001650
     512             513      0.002271
    1024            1025      0.003947
    2048            2049      0.006848
    4096            4097      0.012388
    8192            8193      0.025360
