#      n     comparações             tempo(s)
      32             496      0.000708
      64            2016      0.002590
     128            8128      0.009378
     256           32640      0.038826
     512          130816      0.155937
    1024          523776      0.615690
    2048         2096128      2.513880
    4096         8386560      9.210180
    8192        33550336     34.747800
