#      n     comparações             tempo(s)
      32             496      0.000617
      64            2016      0.002415
     128            8128      0.008469
     256           32640      0.035583
     512          130816      0.136828
    1024          523776      0.533262
    2048         2096128      2.061350
    4096         8386560      8.589490
    8192        33550336     34.127500
