#      n     comparações             tempo(s)
      32             496      0.000648
      64            2016      0.002277
     128            8128      0.008596
     256           32640      0.033311
     512          130816      0.139917
    1024          523776      0.522387
    2048         2096128      1.987380
    4096         8386560      8.685150
    8192        33550336     34.369400
