#      n     comparações             tempo(s)
      32             496      0.000622
      64            2016      0.002407
     128            8128      0.008500
     256           32640      0.036190
     512          130816      0.140001
    1024          523776      0.573178
    2048         2096128      2.058500
    4096         8386560      9.339260
    8192        33550336     31.402100
