#      n     comparações             tempo(s)
      32               7      0.001571
      64               7      0.003061
     128               7      0.005747
     256               7      0.011117
     512               7      0.022279
    1024               7      0.043290
    2048               7      0.088795
    4096               7      0.165978
    8192               7      0.332857
