#      n     comparações             tempo(s)
      32              31      0.000077
      64              63      0.000159
     128             127      0.000314
     256             255      0.000637
     512             511      0.001219
    1024            1023      0.002574
    2048            2047      0.005150
    4096            4095      0.009748
    8192            8191      0.019540
