#      n     comparações             tempo(s)
      32              45      0.000468
      64              85      0.000964
     128             167      0.002285
     256             345      0.004648
     512             683      0.010458
    1024            1377      0.021494
    2048            2763      0.047263
    4096            5821      0.104322
    8192           12783      0.238142
