#      n     comparações             tempo(s)
      32              43      0.000497
      64              87      0.000969
     128             169      0.002212
     256             343      0.005239
     512             687      0.009943
    1024            1387      0.023199
    2048            2761      0.048857
    4096            4829      0.100816
    8192           12431      0.230520
