#      n     comparações             tempo(s)
      32               1      0.000449
      64               1      0.000842
     128               1      0.001675
     256               1      0.003452
     512               1      0.007282
    1024               1      0.016236
    2048               1      0.034841
    4096               1      0.078142
    8192               1      0.184326
